,base_date,emd_nm,card_use_cnt,visit_pop,youth_pop,total_pop,jeju_resd_pop,market_amt,card_use_amt,delivery_cnt,market_cnt,em_cnt,work_pop,total_frgn_pop,delivery_amt
19,2021-07-01,연동,12374.228327342109,584600.6593193132,5273.5215046358035,43784.999999999985,44878.15027059077,118658236.30613609,367700077.0228148,1999.661599563441,3629.801696124965,3561.73385882116,120008.68222989475,82.90839966780923,43826653.61491528
20,2021-07-01,영천동,923.1564688171424,102100.8672215816,421.73783485891744,5300.874630412226,3551.7140568834666,13890992.857141547,31749044.80408584,76.91627378325416,337.3008238538881,335.03314830038164,25315.846101162515,17.162247554372865,1939527.3476577855
21,2021-07-01,예래동,630.5368091515422,179868.67123962214,1099.5326369769305,4152.013608009279,3137.8007660628496,9392594.36457456,23514030.44005114,65.6864123902523,195.217665227498,219.0033095982954,22824.91440633601,19.343154622144688,1585616.2953559982
22,2021-07-01,오라동,3726.624134117042,279754.2110286803,1511.0028798515125,15964.537494481137,11911.337744637889,36531355.47668991,110810575.53857777,403.1903583949375,1090.7548118264926,1081.292204928849,40062.77239570888,20.387658834049155,9448693.847191297
23,2021-07-01,외도동,5570.664698201175,118387.5730453654,1081.2097102453654,22360.613398833786,12377.648322444153,56819177.51705579,160979247.9386894,612.415576733184,1869.730485726555,1893.0540938851934,15924.21584689615,15.57372434747924,14858825.345030215
24,2021-07-01,용담1동,1684.3731977175296,99276.98542174748,520.5794485655389,7024.999999999986,5837.74075823462,17834585.539646793,49566455.33836723,178.2028628485133,551.7416455885066,611.8127762734557,10856.976188385517,10.572400342855989,3922819.838651844
25,2021-07-01,용담2동,3433.0982918342274,304006.26613937307,1624.456328891375,14772.000000000038,9742.447863477932,34785285.52509445,115670574.88423784,360.87926842277636,1260.5207153633826,1300.4866542453794,43129.782214605,14.903190482277019,8456352.62086416
26,2021-07-01,이도1동,2086.664412488752,220555.9961659381,1132.230909693511,7667.000000000003,8260.780165374565,17133677.602243945,59904347.04213323,327.62851627556614,576.6984180442611,146.63051418961382,35448.09231065259,14.637460079815495,6956122.424503758
27,2021-07-01,이도2동,12819.654213993916,583705.3566959143,4887.907488064036,50116.0,48802.49591973077,104385471.69772898,381104348.95278513,1667.069869135888,3293.55329969598,4358.181804871194,153465.4242114253,28.75925221695197,38398620.49337617
28,2021-07-01,이호동,879.9043457390216,93473.34199836668,513.5213441033042,4674.655186315861,3132.4333335660194,9895430.003800856,27322027.23275707,91.89837019518127,284.95291911171824,353.8359185568935,7376.566133141056,14.539416972705489,2141619.4032590827
29,2021-07-01,일도1동,648.3304203491701,58729.90254323424,237.55612894215287,2542.0000000000005,1279.1027225967289,6243295.385507663,23590363.020520635,62.77808992077608,178.88771052559392,120.8739015633229,6850.4898997782275,11.221377361670315,1472110.2628589175
30,2021-07-01,일도2동,7480.716652553197,237354.09421493352,1965.7728621803687,32920.99999999995,25738.446849284537,58294346.13715632,211351183.54296517,898.3090392562787,1952.976147549906,3046.328704681265,39980.848479713764,14.491020843231391,20332319.10810701
31,2021-07-01,전체,145255.3344045482,8677804.654594392,60771.027197079835,696960.162559065,578439.9976646968,1482358108.226898,4630083054.61306,16146.753142116584,41895.36848891132,46170.678776291345,1439822.1838972638,1014.2994287334565,384621635.96394265
32,2021-07-01,정방동,448.57297800991125,103671.17925890267,469.8260088679733,2244.0000000000036,1858.9121485342002,7862571.698679483,15948713.089024644,48.000810503806626,169.3873900425493,280.9577704931457,8060.373452442443,23.30623877844201,1189658.902416594
33,2021-07-01,조천읍,4274.4086729385135,324152.4937239541,2116.914110614348,25960.000000000022,19678.451135680112,36002491.01001997,133850680.3789539,302.96782009526436,855.9653126552133,958.480123253167,56649.86294950036,25.06649922582876,7258849.10655079
34,2021-07-01,중문동,2223.5789779955526,153618.8469178793,1121.934283776236,11868.239618024902,10337.700298623176,25351238.83197785,81278686.53707309,255.36162975029305,514.2010512194873,992.3033343423047,19243.19431260057,27.02516039030559,6228429.531851416
35,2021-07-01,중앙동,688.3637050001175,112996.77868141908,361.8417849613968,3429.999999999999,1661.6908955330973,11752511.742672933,32744653.10091517,68.62801778597388,252.1697573008656,356.61564962963854,12756.084946129371,15.619700785707169,1466226.3563424875
36,2021-07-01,천지동,654.5005106406176,52917.141915774366,234.1495640332116,3581.0000000000014,816.0571856065103,11635610.247252185,25324549.24694436,76.82291606210667,261.70418876089764,378.52400652155984,1949.7572442299372,10.668711719880326,1836383.3554931385
37,2021-07-01,표선면,1374.2447177042313,164599.79960425006,933.301169011218,12681.000000000015,10210.969205559326,19291056.336897414,56541966.98898285,89.88877750872669,406.93099723312537,366.5958466232785,23684.95242947532,13.314105083768515,2122036.2370298617
38,2021-07-01,한경면,1080.1881217042428,106753.74428945183,619.5397143712962,9494.999999999958,7308.1023816375955,12711148.914860867,37895661.015722506,37.76954841046525,310.8450719087903,274.8069032488148,17306.138411235133,22.7684267032042,831607.5851773637
39,2021-07-01,한림읍,2898.877056287635,297658.11512890644,2064.9586213929306,24461.999999999967,20727.19132250559,27003488.99512014,110577898.09340978,223.01563024578655,672.2986403864711,890.9010413047258,54779.45771042403,49.0932248571897,6231247.211854203
40,2021-07-01,화북동,5735.679741477436,242708.30408650995,1801.7412065449093,24630.000000000004,24263.884690955965,48293395.89652309,183247607.16879216,650.9865818657828,1574.8814795661795,2238.4733034778124,52964.756015358565,18.027840531272517,14712569.443087213
41,2021-07-01,효돈동,805.0591947187372,43578.92272018057,284.6354021673086,5314.000000000011,3763.2837715391615,13671062.007482694,29824514.800593864,31.815761647139407,299.29828301914233,297.9905740915996,4955.946817567543,8.323255923298257,681968.242615344
42,2021-07-02,건입동,2243.325359274359,184797.33643218782,917.1645751963237,9109.999999999993,6471.343941673687,20333642.564390816,57668580.81706724,278.831188184613,631.4177119261341,699.5603469826622,20926.15618180252,18.494407092360614,6774488.961211886
43,2021-07-02,구좌읍,1897.145622036528,253954.14281874875,1639.79605349323,15954.999999999996,13239.077254201611,17781204.375653982,67382500.41836947,97.11227628108914,455.03329374048815,497.34480635925416,34554.5316847293,21.078284601064478,2248927.937170416
44,2021-07-02,남원읍,2041.479679847244,199065.38197719766,1114.549178444364,19353.08386728512,13801.612741697034,29899139.615994863,79745265.7433353,121.28406713857606,555.4411584224288,585.017272323958,29051.15826177041,30.688047210721265,2584036.700367056
45,2021-07-02,노형동,16151.92622002853,563301.8629262284,5095.078075211961,57473.00000000003,52951.66914897044,147234723.89789125,458683178.4285888,2507.6479059013245,4721.990429599652,4545.476127985511,123509.97243679824,68.81567617342674,52369037.48976939
46,2021-07-02,대륜동,2997.0256351487624,227197.0171495791,1620.5995176139065,15277.000000000031,13427.481469891716,39350839.93103339,98026901.7324434,372.557335636716,859.0533090664686,772.9373803764711,31752.51875434561,17.715993870708694,8763435.58742036
47,2021-07-02,대정읍,4016.334823159586,178846.79878866323,1215.9983905608692,23530.000000000004,18941.0506426737,47332277.52775165,135952913.92057303,316.19051839648307,1185.5263212698774,1357.841874711847,29785.34658567129,41.73910413290623,7830242.114964907
48,2021-07-02,대천동,2931.055252398817,155377.4786943567,894.2659373510849,14046.152899000645,7241.7065511332985,42007738.52659773,93870580.06782642,395.9014969349642,883.9797011273394,910.3099797426156,16757.253540432594,14.975189198328962,8881535.467908882
49,2021-07-02,도두동,704.7906822401047,93414.81197826726,374.3748077172697,3402.9999999999986,1217.4878580444658,10893510.583513467,24020858.744038846,75.52481479649146,240.16309760076348,283.8657491242268,4733.808601881172,11.78100478593405,1740090.8143357716
50,2021-07-02,동홍동,4586.639231358874,193352.21848553853,1306.2435520483064,24095.8854003036,18428.092906321745,74324563.18171716,159664043.57800663,578.5827231810687,1787.7854081973403,1789.5656342907614,37831.49393486522,28.30012112997293,13453162.419522176
51,2021-07-02,봉개동,917.9712941457867,115974.32715722447,501.97803102317397,5326.700469373939,4009.464949952499,8967195.849160165,30909291.157643113,79.23086647823929,279.01476017358823,310.559160071162,17766.639895041764,10.061619030243882,1963138.1477427862
52,2021-07-02,삼도1동,3537.6865266339587,143167.68475121612,826.6121249525246,13650.999999999989,9016.462181580398,35467211.019431725,105601568.68025155,414.4104513823117,1187.8398821136466,1116.160589057664,18583.74404033996,13.48913727360677,9528810.09591346
53,2021-07-02,삼도2동,1861.4091368749387,145143.9985219264,672.4130255335788,8188.999999999988,4231.619884787787,18817402.119091596,57099928.22827004,238.3791774462141,575.156705222211,432.7873689243389,15265.090046158879,12.783834956200662,5305416.709772076
54,2021-07-02,삼양동,6191.57286715546,122133.30714269535,1498.112520491069,26021.389406927847,22188.46168779611,46322194.73479077,170226557.23177043,986.9740378011037,1506.1456548988485,1773.7384912705584,22515.739534375014,14.974258522797875,24235909.08013674
55,2021-07-02,서홍동,2383.4032257140843,86182.6077758311,510.44358083993234,11056.713609179551,6586.390289196999,40440461.80121419,79896233.98476332,286.2741516839348,950.9325909752,752.5135511438166,11310.69972062406,16.033786505727857,7051811.7042605365
56,2021-07-02,성산읍,1844.7746456330624,251234.1361084749,1679.7846307864402,16971.33993327464,13948.05893144198,22767224.525585946,64678672.13117055,137.26992149234738,622.5853911539162,736.5004946125049,23958.009294514315,29.369409500140662,3408299.4528845227
57,2021-07-02,송산동,725.6236212605472,46238.74044593458,232.2641632443251,4508.896730837202,1823.3106163682428,12840122.459635802,29462728.958642434,48.79672831502587,269.09714804562094,285.988889462711,3196.1481018116388,15.34459742950254,1337761.609966006
58,2021-07-02,아라동,9268.289130377578,332150.7283891535,4045.7257909919176,39395.99999999995,42371.6234813055,84789487.68202288,255484809.1539206,1229.0660219780527,2524.8750848831123,2041.4461486298328,110023.4298152747,38.64644678586782,29959045.585415997
59,2021-07-02,안덕면,1795.2894111888575,305557.0326126628,1952.8648818965607,12715.380092246236,13388.356909219741,21152816.135299064,66446283.55308615,115.40158666138146,399.092534157223,481.9343192495237,49701.56638245375,42.10548809949545,2907471.10371744
60,2021-07-02,애월읍,6392.40711777808,660472.6811078012,4135.823593361272,38298.00000000006,34178.17148660272,53512624.45417334,208062662.1885162,562.3952350902202,1385.3295116392906,1454.0542301370133,88047.10603926472,53.514426291339795,14167221.507516455
61,2021-07-02,연동,12294.09992216281,602441.649181702,5248.994757151007,43784.999999999985,44979.787927572754,116135130.81796402,355036590.7297645,2180.753282289253,3632.5978215913824,3563.4805869529473,107919.70450110627,83.09889419277494,49683636.90634029
62,2021-07-02,영천동,928.0250897777548,101491.88142377304,426.0544476873697,5300.438195372686,3472.6067275701253,13723186.160648247,31082713.229640245,87.82994204503088,341.92749116865815,346.11140331599023,22612.107149767548,18.616109532406973,1859870.989853763
63,2021-07-02,예래동,636.9984172035985,182621.31306386608,1108.5661386914658,4151.547628844797,3087.881248939698,8161675.09517427,23533740.03514599,75.22647214555158,196.14990085707387,218.9318508093066,22032.67638316785,19.760910456188217,1776472.8754215818
64,2021-07-02,오라동,3874.2761029726666,280871.17725038005,1506.4782220247002,15964.44353824641,12148.433081752119,38542435.85224755,115766141.16512686,408.79068379055536,1119.954388706313,973.326097182433,35969.81763139686,20.660349267583737,11438482.744266285
65,2021-07-02,외도동,5761.139130688242,117524.61786149329,1106.0010800524258,22361.19043038784,12649.931188487522,51314430.11922626,164809049.931309,721.9766736622508,1897.0900698259625,1735.5786225586576,16144.058338034707,15.974233227042813,17799754.229670733
66,2021-07-02,용담1동,1675.6498088574176,96524.23670108768,518.7774094431395,7024.999999999986,5763.024996501295,18551962.31529005,50691554.25685586,175.1793849871455,560.3628102350593,623.134726841191,9247.958718989186,10.574920132141417,4368129.844679875
67,2021-07-02,용담2동,3505.537537794776,301036.0138060745,1685.4058819517788,14772.000000000038,9476.45952910699,34793242.15894894,105263732.38037632,367.8561316169818,1262.6285198772016,1199.6661150741045,40119.56753344903,15.138010376447506,8806708.117218595
68,2021-07-02,이도1동,2221.6286078166213,228145.30034270172,1105.981028250069,7667.000000000003,8078.294868171634,17258692.888331383,61721473.57886991,334.84516808603155,582.8997490011408,98.89403847326,31717.61024230777,14.877847809267475,8025813.325846538
69,2021-07-02,이도2동,13302.267516211665,612477.51154159,4825.315718835896,50116.0,49254.50799489058,102902139.85829856,374932333.3242951,1903.1753305899845,3453.771650447053,4030.682415790901,138974.09293705193,28.99126576841791,45447418.58278677
70,2021-07-02,이호동,918.0096966921063,95292.14194989935,540.8801629294652,4674.400041881927,3087.031792302027,9893259.378860814,28175988.83114637,87.80597315905962,284.3239372197448,359.77483100621816,7833.968576701799,14.991256800463676,2445874.920954464
71,2021-07-02,일도1동,648.3567898338295,59828.70894813448,237.5561927901508,2542.0000000000005,1280.3479122611357,6223564.856037622,23598911.01332337,62.76133505486474,178.88722757567936,122.79482315150257,6805.861344700616,11.222243825943162,1488693.1118175653
72,2021-07-02,일도2동,7726.08336291909,234912.79741325747,1970.6354111951543,32920.99999999995,26137.125705517417,58646934.67612441,218577241.7751396,1026.4535566552186,2003.6344954329925,2797.8612620512895,37805.79436224245,14.731043805017528,23426041.249061383
73,2021-07-02,전체,146215.61933734972,8616473.371699642,60999.53865177919,696952.3112788528,567793.0029842237,1472766205.0852275,4479657485.58196,18593.67460730906,42006.89479663159,43100.64205817506,1359401.2138492998,1017.7634543629423,437454785.46632385
74,2021-07-02,정방동,431.5061838143458,103264.77373822503,469.517562274342,2244.0000000000036,1870.4863419334,7947435.652538312,15776805.293866005,45.26031239907258,166.8426942669226,281.1849526910015,7862.7267552688745,24.08194279844777,981156.070737674
75,2021-07-02,조천읍,4197.082372529724,335210.50216470944,2181.9418422610024,25960.000000000022,19839.52479626753,33866563.826554805,133172266.01930596,323.64255564106537,856.275180728197,970.0036918755403,53162.53123464818,24.846804935920638,7880521.477709172
76,2021-07-02,중문동,2210.5179195136056,155499.2362095602,1130.3745747983164,11868.474377056727,10402.354343511486,25159480.59467641,75264739.43202579,262.64357816161083,513.1792750175504,992.7414023203016,17028.35267282067,26.663806502673303,6181065.291658932
77,2021-07-02,중앙동,684.7083235086346,118015.59234855385,350.03223787930426,3429.999999999999,1660.9932240714268,12218254.89724178,29394931.061250284,69.0043409507843,252.20355026591025,352.08114258326935,11422.235971912649,15.67687866704541,1527127.1842948296
78,2021-07-02,천지동,654.2769855743777,54222.22547999758,238.38830398968915,3581.0000000000014,823.1164749915453,12198706.373582575,25670983.21723045,76.32121707715996,263.80855783821943,374.3290609987204,1985.8840400458052,10.80321467358963,1765853.6499033063
79,2021-07-02,표선면,1387.0405709566814,168830.67790123055,958.9035662582112,12681.000000000015,10256.34560435977,18609742.69893281,51782365.34142211,96.83599883500044,405.1712576540464,363.4453606787277,22242.937900660487,13.315254176232711,2253723.332764622
80,2021-07-02,한경면,1052.6451712469589,117130.35219508155,655.0481856904163,9494.999999999958,7288.357289367354,12436726.459708013,36682610.35588931,37.357134539991314,306.82369598049235,275.9734027308451,15410.687835419529,23.51494204035862,848949.4853849055
81,2021-07-02,한림읍,2840.662681400125,304193.00929970376,2120.136962751832,24461.999999999967,20824.76353471092,27002431.19737669,105334085.4783482,211.94277336437688,672.6873053335393,889.2399904052103,49561.54817170329,49.84384625562518,6404660.624776647
82,2021-07-02,화북동,5738.6452187123705,251931.7551881048,1795.5597412206591,24630.000000000004,24505.732834323222,47790959.41270974,169636228.9740194,761.6316077454262,1651.7082029125431,2246.5232783810998,48009.875814966435,17.835723609670747,17854965.56363248
83,2021-07-02,효돈동,818.9730712128817,42783.60048375083,292.69524241238963,5314.000000000011,3783.888631201087,13347764.957316747,29782360.93053673,32.7608980709047,296.57598934323863,301.5589345394075,5142.924823115215,8.373374211511079,635369.4318185622
84,2021-07-03,건입동,2241.2547263953907,183350.5136464101,923.732862325036,9109.999999999993,6713.153427044816,20650497.14329192,55902055.95722486,288.06868586638024,623.2019341409185,692.3144694432968,16564.24184152292,18.53955182175262,6479713.394884095
85,2021-07-03,구좌읍,1898.899537179524,259450.83206745554,1690.8432435263169,15954.999999999996,13325.056453550884,17792052.653082777,65562610.70502804,95.90916295452564,454.5040410844741,497.3056054314,22700.163790459057,20.92455257046341,2254004.8005835656
86,2021-07-03,남원읍,2072.0486839523896,200358.81767688398,1132.2389813955024,19352.65986007367,14026.221412652128,30371866.49955808,79572266.94933768,119.01214205709972,577.0199498938689,582.1120788471704,23836.660327501846,30.06842272329503,2757010.6146417228
87,2021-07-03,노형동,16113.247056951419,557135.1768246085,5059.755937944243,57473.00000000003,53794.772688838566,144174861.99428692,457177508.3413256,2494.6514890049834,4712.7366150207645,4538.480701072152,90152.8402693191,68.6123497725995,52409896.86635409
88,2021-07-03,대륜동,3013.182819152397,225660.63226282495,1631.1181938476655,15277.000000000031,13747.495749495249,39897958.73147723,97958387.24667658,395.6236340444545,888.5327657293033,778.0926866514724,22978.21564739315,17.335260125505187,9280922.888000213
89,2021-07-03,대정읍,4043.3903807646343,179848.43311955497,1223.449213763811,23530.000000000004,18996.83606868536,47976105.67744554,141412893.79264256,333.2447959349612,1223.5286024112904,1357.9858420213075,23997.508121774976,42.27681155177811,7654972.209512562
90,2021-07-03,대천동,3013.4069631654993,154200.74211283654,891.839022363318,14046.063233739818,7393.412304984549,41781892.09872837,93526986.4721923,410.7013996227724,884.6643105828523,912.0131832663467,13886.832721217694,15.116956355127012,9419506.309031006
91,2021-07-03,도두동,702.4825744112187,86389.40209607682,377.82003100160165,3402.9999999999986,1223.6578073144874,9274362.042969994,23300454.994062524,82.65795582996506,239.98913643937703,289.16771134828946,4123.102320002219,11.670055227182765,1921261.3587538863
92,2021-07-03,동홍동,5044.287633787431,197146.85901445887,1305.3488213770102,24095.360278677872,18397.76039009245,74323234.545349,157573036.3236912,582.4694989543127,1929.321559438516,1781.0307833843008,30311.93519363584,28.789538302279606,14818759.497466248
93,2021-07-03,봉개동,916.381740741322,115498.694972492,504.1077081846952,5326.551427588574,4178.254168696416,8982424.294517437,30357285.362025354,86.16742613054278,277.45945782208804,308.1313491175663,10648.06710204951,10.04330926277282,2142392.4193674764
94,2021-07-03,삼도1동,3514.8678168823967,141606.80372242766,826.0512712314836,13650.999999999989,9284.19797543714,35161025.143356405,105939122.18675832,414.08625770279014,1177.8864766823172,1096.0378270052724,15222.835217645796,13.438630311733869,10703587.189892745
95,2021-07-03,삼도2동,1865.4687839443516,144746.89092161815,665.6723094556344,8188.999999999988,4220.988762284889,18812205.84870557,57012990.65432414,239.5809985896329,579.1861520584357,430.6423365777447,13258.317055314728,12.809290796419626,5375495.9428490335
96,2021-07-03,삼양동,6132.417280800373,121093.84506057149,1548.69243796617,26021.732658828954,22929.723816034835,46805020.9616113,169669060.5279662,940.9826991447728,1562.566144981929,1773.4250565804246,16479.399394310207,14.843357228802875,22935154.75292777
97,2021-07-03,서홍동,2390.3191789876378,85276.33958774223,507.36603696510826,11058.055874811242,6763.834681631948,39848742.03200521,79126307.17717557,309.4344921873614,937.3394059451443,746.4139271712877,8024.973825568846,16.05920724930334,6811077.10487096
98,2021-07-03,성산읍,1851.460740472836,255922.47731252396,1732.3746591777438,16970.91140792994,13994.607864180305,22473521.277632765,65225480.85769937,144.25581203050763,617.4062841273377,718.7199968334814,20973.663785994173,29.353932149073763,3539872.519739148
99,2021-07-03,송산동,724.0852278405598,46053.6816548355,234.83921606584354,4508.357895970614,1827.8637086439103,12253070.833472194,28113370.816264264,53.69695482997363,267.3233927088195,286.271142434968,3195.8684405242293,15.862420292765204,1414658.9637288188
100,2021-07-03,아라동,9238.19824757474,338307.23702465673,3812.459449076896,39395.99999999995,42708.240687547135,85346588.71958636,254641985.14502287,1206.3520119902346,2609.695333383392,2032.8225059800034,56617.371849619776,38.126415298741406,29462957.742886577
101,2021-07-03,안덕면,1795.8339769647864,313445.0267094007,1964.6421878897327,12715.949866601655,13429.117251018348,22242379.42840422,64475606.76406052,111.58567208941221,408.01044046817566,483.291149979202,42535.96007684188,43.602373250806075,2789788.4346432467
102,2021-07-03,애월읍,6381.7843190572385,666996.9192023032,4211.593474351111,38298.00000000006,34709.53111339375,53509298.6659923,207280383.8099132,536.0614600035086,1346.7644148246698,1458.128724152725,70262.45591078758,53.57429143478528,13422035.630233128
103,2021-07-03,연동,12352.05499521104,588470.2374854697,5246.695421945607,43784.999999999985,45306.979250476776,116447966.6164944,354811080.7065708,2180.2077578203957,3639.7210163068144,3562.171669289879,75152.76414112342,83.19116448495812,51858890.53457325
104,2021-07-03,영천동,929.409721627762,101829.46595481788,427.492974678843,5300.317479303151,3536.8129480717766,13721794.823171167,31175586.519948244,92.6637124842747,344.58078767453753,334.44103612304934,22388.259511569,19.145170887691364,1878092.7583539544
105,2021-07-03,예래동,633.1950441018117,187203.89247735785,1123.6491712390414,4151.563160019806,3168.9553108269274,8218721.347856775,23572825.64229983,80.99336605893745,196.18673794827683,218.93128322741865,19835.266300271767,19.80393504231998,1904455.3462424413
106,2021-07-03,오라동,3894.6243113429414,273531.90520928265,1472.9294208282108,15964.958602763561,12578.922798093536,38466843.75102016,114857984.0790354,407.59457405827766,1154.3643424884292,985.5104109660837,27937.90850915486,20.852860106349734,12761296.86024274
107,2021-07-03,외도동,5753.95546925424,116956.64583831385,1126.831244550656,22361.78535368118,13146.080808984309,56390626.40799282,167171736.4634033,699.6661545973558,1892.1453330711222,1727.047655155072,13596.457217427444,16.134699257674598,17310584.509399466
108,2021-07-03,용담1동,1670.0811080431267,95621.64847451428,517.8310839111493,7024.999999999986,5817.331925967421,18664444.105212107,50732057.05118005,172.42974504361396,561.628087690574,614.0380808427103,9700.115237103753,10.575759790721113,4648361.517091235
109,2021-07-03,용담2동,3498.4934282285053,293379.6615467065,1738.5623410171115,14772.000000000038,9671.586051089964,34858412.45106061,104119931.73427276,361.9117679660286,1262.9571149070555,1196.3148476430415,33253.815458271005,15.070750201825595,8609632.247780856
110,2021-07-03,이도1동,2293.253738011602,222608.93924312972,1072.0752653607024,7667.000000000003,8205.231666143412,17253047.92071191,61971667.00730717,332.9864039989145,583.0971917678501,92.0048539999263,23538.90248086213,15.029521481876747,8476278.849650756
111,2021-07-03,이도2동,13296.491587157041,598978.3719762694,4818.083940353968,50116.0,50047.306487673915,101790316.52632274,372884280.7419246,1911.105880441334,3577.8876608446667,4082.3930662433754,97117.9550330416,29.14476693039509,49320951.68570068
112,2021-07-03,이호동,918.1975584701516,97728.91972813867,566.1712026462923,4674.0656517465795,3122.6836784660436,10686689.211036216,28424622.8154734,85.6350599628534,283.7719641243157,354.2083569445166,6986.7485484222,15.266413882923601,2530169.547772197
113,2021-07-03,일도1동,648.3831593185141,60083.024785341135,237.55616637622643,2542.0000000000005,1281.4525458555008,6239995.962374916,23590582.008813605,62.76666685910496,178.88697476724346,123.18910254231184,6808.907739904044,11.222770286693184,1468894.2910911643
114,2021-07-03,일도2동,7715.417317938921,233212.6570827877,2001.0221656305291,32920.99999999995,27087.722440526657,58520175.48456647,221452742.3015116,1006.5833869622714,2010.409887262656,2816.889815115628,32209.590879026942,14.98187122893895,23102981.913042653
